5,7.128e-06
5,3.931e-06
5,1.2074e-05
5,5.242e-06
5,6.418e-06
5,5.224e-06
5,1.0776e-05
5,9.32e-06
5,2.3304e-05
5,2.2799e-05
5,1.5208e-05
5,2.026e-05
5,2.1853e-05
5,1.7208e-05
5,5.67e-06
5,4.4334e-05
5,5.912e-06
5,5.3246e-05
5,3.0655e-05
5,2.6783e-05
5,5.785e-06
5,2.3932e-05
5,1.6575e-05
5,1.0714e-05
5,3.874e-06
5,6.562e-06
5,2.8942e-05
5,3.4893e-05
5,2.5734e-05
5,1.0024e-05
5,2.7264e-05
5,3.7079e-05
5,7.812e-06
5,4.7504e-05
5,3.2908e-05
5,1.5781e-05
5,1.0247e-05
5,1.4633e-05
5,3.6325e-05
5,3.3429e-05
5,3.1403e-05
5,3.1065e-05
5,2.6253e-05
5,6.654e-06
5,8.2e-06
5,1.4478e-05
5,3.7932e-05
5,2.072e-05
5,1.2074e-05
5,1.498e-05
5,1.5171e-05
5,1.3212e-05
5,1.6451e-05
5,1.9327e-05
5,2.0897e-05
5,5.948e-06
5,2.7095e-05
5,8.506e-06
5,3.791e-06
5,2.4062e-05
5,1.9758e-05
5,3.8017e-05
5,8.5299e-05
5,6.19e-06
5,6.6506e-05
5,1.9657e-05
5,1.01e-05
5,8.593e-06
5,1.4829e-05
5,2.4606e-05
5,1.9499e-05
5,1.4256e-05
5,2.1816e-05
5,3.759e-06
5,2.8007e-05
5,4.2714e-05
5,3.1085e-05
5,1.898e-05
5,2.0976e-05
5,1.4219e-05
5,7.028e-06
5,6.74e-06
5,6.475e-06
5,1.3431e-05
5,3.211e-05
5,1.2979e-05
5,3.743e-06
5,3.715e-06
5,1.063e-05
5,1.5293e-05
5,1.6075e-05
5,3.0601e-05
5,5.228e-06
5,9.37e-06
5,2.1513e-05
5,1.9242e-05
5,3.2953e-05
5,1.524e-05
5,1.2082e-05
5,6.135e-06
10,4.3422e-05
10,1.0128e-05
10,7.2666e-05
10,4.0304e-05
10,5.1973e-05
10,7.0612e-05
10,4.9394e-05
10,4.8028e-05
10,8.7202e-05
10,5.9591e-05
10,7.368e-06
10,5.0568e-05
10,7.2378e-05
10,9.0463e-05
10,2.2822e-05
10,5.0963e-05
10,8.608e-06
10,0.000122248
10,7.0839e-05
10,3.5494e-05
10,6.0389e-05
10,5.5589e-05
10,6.3459e-05
10,7.6429e-05
10,1.1807e-05
10,8.0309e-05
10,6.3073e-05
10,4.1214e-05
10,0.000117355
10,3.1355e-05
10,5.0168e-05
10,8.7862e-05
10,4.8714e-05
10,0.000113922
10,1.1405e-05
10,3.1733e-05
10,0.000105895
10,4.4007e-05
10,3.3414e-05
10,9.704e-06
10,7.1013e-05
10,6.2157e-05
10,2.4525e-05
10,5.316e-05
10,2.412e-05
10,8.0918e-05
10,9.3215e-05
10,1.7359e-05
10,4.9514e-05
10,3.0907e-05
10,3.7927e-05
10,1.9482e-05
10,3.2873e-05
10,4.2565e-05
10,6.8344e-05
10,2.175e-05
10,8.7028e-05
10,5.8965e-05
10,3.3102e-05
10,2.6335e-05
10,1.986e-05
10,3.6594e-05
10,5.3988e-05
10,7.9672e-05
10,5.6234e-05
10,1.7098e-05
10,3.9475e-05
10,5.6176e-05
10,8.0397e-05
10,7.6281e-05
10,9.2356e-05
10,3.7411e-05
10,4.3425e-05
10,4.729e-05
10,3.907e-05
10,9.3404e-05
10,2.6728e-05
10,2.9928e-05
10,1.4407e-05
10,9.4183e-05
10,4.2527e-05
10,8.757e-05
10,4.3404e-05
10,0.000116583
10,1.5982e-05
10,2.3264e-05
10,8.2579e-05
10,8.5053e-05
10,2.0101e-05
10,3.3631e-05
10,5.4786e-05
10,3.6702e-05
10,3.1078e-05
10,1.1774e-05
10,3.466e-05
10,5.7021e-05
10,1.6841e-05
10,7.5741e-05
10,4.0701e-05
10,2.4944e-05
20,4.5726e-05
20,0.000154081
20,8.4981e-05
20,5.3116e-05
20,0.000195237
20,0.00022072
20,0.000106486
20,0.000227784
20,4.2989e-05
20,0.000140413
20,0.000125687
20,0.000109468
20,0.000104274
20,9.0816e-05
20,5.0057e-05
20,0.000170767
20,9.3045e-05
20,5.5437e-05
20,6.92e-05
20,0.000133481
20,1.4238e-05
20,0.000273281
20,0.000160235
20,0.000132699
20,0.000113473
20,4.3677e-05
20,8.2772e-05
20,0.000135772
20,2.2948e-05
20,0.000143289
20,0.000141328
20,4.1456e-05
20,0.000199037
20,0.000244566
20,6.0505e-05
20,0.000125957
20,0.000245165
20,8.1352e-05
20,0.000232891
20,8.2027e-05
20,9.8593e-05
20,0.000128849
20,8.4345e-05
20,3.0968e-05
20,8.5042e-05
20,5.3751e-05
20,7.9042e-05
20,4.1209e-05
20,0.000106963
20,3.6186e-05
20,6.1923e-05
20,0.000141708
20,0.000101182
20,0.000129113
20,9.3651e-05
20,6.8286e-05
20,2.5722e-05
20,9.4876e-05
20,7.5466e-05
20,0.000197279
20,8.895e-05
20,0.000105887
20,6.7494e-05
20,7.5528e-05
20,4.2703e-05
20,0.000105532
20,0.000153134
20,7.4698e-05
20,0.000168643
20,0.000167897
20,0.000140209
20,7.4689e-05
20,3.1326e-05
20,0.000114367
20,0.000244747
20,0.000113272
20,0.000177698
20,5.2575e-05
20,4.2752e-05
20,0.000256672
20,6.8784e-05
20,1.1336e-05
20,0.000117648
20,6.6739e-05
20,7.778e-05
20,6.1475e-05
20,0.00011997
20,7.9298e-05
20,6.2838e-05
20,0.00013654
20,0.00010929
20,0.000102326
20,0.000171402
20,9.4002e-05
20,0.000108915
20,0.00011123
20,0.000265068
20,3.2265e-05
20,5.4708e-05
20,5.2446e-05
30,0.000194876
30,3.0105e-05
30,0.000176834
30,0.00015516
30,0.000183456
30,9.3771e-05
30,0.000172111
30,0.000482634
30,0.000152191
30,0.00034214
30,4.6111e-05
30,0.000328455
30,0.00013759
30,9.6346e-05
30,0.000100757
30,6.6296e-05
30,0.000100593
30,0.000100961
30,0.000207288
30,0.000111756
30,0.000169369
30,0.000136132
30,0.000230969
30,7.0139e-05
30,0.000430116
30,0.000425124
30,0.000167266
30,0.000169978
30,9.9923e-05
30,9.5795e-05
30,0.00015169
30,0.000125014
30,6.6796e-05
30,4.7095e-05
30,0.000137341
30,0.000227024
30,0.000171144
30,0.000178147
30,0.000208973
30,0.000199156
30,0.000149886
30,0.000286225
30,0.000145422
30,0.000134103
30,0.000381641
30,0.000348469
30,0.00010574
30,6.1215e-05
30,0.000118342
30,0.000242438
30,0.000270655
30,0.000192538
30,0.000247584
30,0.00024112
30,0.000101259
30,0.000161953
30,9.0668e-05
30,0.000239215
30,4.0799e-05
30,0.000115996
30,0.000202505
30,0.00018963
30,0.000189615
30,6.1897e-05
30,0.000201655
30,0.000163728
30,6.4448e-05
30,0.000241005
30,0.000188921
30,0.000117802
30,0.000234837
30,0.000198964
30,0.000292148
30,0.000175143
30,0.000179941
30,0.00043174
30,0.000293489
30,0.000329245
30,0.000389418
30,0.000319162
30,0.000121069
30,0.000194483
30,0.00025131
30,0.000123351
30,0.000159958
30,0.000273016
30,0.000168079
30,6.6852e-05
30,0.000163019
30,0.000116847
30,0.000181028
30,0.000208388
30,0.000108805
30,8.8176e-05
30,0.000200167
30,0.000179843
30,0.000236345
30,0.000307317
30,0.000102859
30,0.000296019
40,0.000163844
40,0.000505098
40,0.000252666
40,0.000598451
40,0.000258929
40,0.000250854
40,0.000406013
40,0.000169033
40,0.000132031
40,0.000138982
40,0.000453419
40,0.000530593
