5,1.7773e-05,
5,1.0349e-05,
5,1.8686e-05,
5,1.7601e-05,
5,1.2587e-05,
5,1.4473e-05,
5,6.95e-06,
5,1.019e-05,
5,1.5541e-05,
5,1.8672e-05,
5,1.6114e-05,
5,1.6019e-05,
5,4.75e-06,
5,9.681e-06,
5,1.6999e-05,
5,1.6791e-05,
5,2.368e-05,
5,7.688e-06,
5,1.6649e-05,
5,1.6351e-05,
5,6.864e-06,
5,1.5445e-05,
5,1.8611e-05,
5,6.984e-06,
5,1.6147e-05,
5,1.5518e-05,
5,1.1818e-05,
5,1.0029e-05,
5,1.895e-05,
5,1.0612e-05,
5,1.4067e-05,
5,9.563e-06,
5,9.801e-06,
5,7.565e-06,
5,1.4682e-05,
5,5.848e-06,
5,7.943e-06,
5,1.3547e-05,
5,1.5363e-05,
5,1.3836e-05,
5,2.906e-06,
5,1.0753e-05,
5,1.4319e-05,
5,6.742e-06,
5,1.1813e-05,
5,1.2514e-05,
5,1.0585e-05,
5,3.273e-06,
5,2.2737e-05,
5,8.77e-06,
5,6.556e-06,
5,1.5149e-05,
5,1.6867e-05,
5,1.2853e-05,
5,2.2713e-05,
5,1.0662e-05,
5,3.1709e-05,
5,1.7e-05,
5,9.211e-06,
5,8.269e-06,
5,7.246e-06,
5,1.6709e-05,
5,1.7335e-05,
5,1.2776e-05,
5,2.6991e-05,
5,2.0477e-05,
5,2.1357e-05,
5,1.6864e-05,
5,1.2615e-05,
5,1.69e-05,
5,1.3127e-05,
5,1.4993e-05,
5,8.564e-06,
5,2.2286e-05,
5,1.6774e-05,
5,7.111e-06,
5,1.0746e-05,
5,9.496e-06,
5,1.7466e-05,
5,1.821e-05,
5,9.102e-06,
5,3.126e-06,
5,1.3321e-05,
5,1.1961e-05,
5,1.3653e-05,
5,4.869e-06,
5,6.997e-06,
5,7.933e-06,
5,1.5237e-05,
5,2.1442e-05,
5,1.0206e-05,
5,5.2361e-05,
5,1.7594e-05,
5,1.2225e-05,
5,5.626e-06,
5,1.4483e-05,
5,1.7057e-05,
5,1.2689e-05,
5,1.3376e-05,
5,1.9014e-05,
5,2.7867e-05,
5,1.5806e-05,
5,1.1931e-05,
5,1.2657e-05,
5,6.387e-06,
5,2.1875e-05,
5,1.2266e-05,
5,1.2982e-05,
5,5.574e-06,
5,5.491e-06,
5,2.2493e-05,
