5,3.9027e-05,4.8884e-05,2.7458e-05,4.5455e-05
5,4.278e-05,8.0057e-05,2.6755e-05,4.7761e-05
5,4.2268e-05,0.000109754,2.6903e-05,4.8934e-05
5,5.881e-05,3.9972e-05,4.4508e-05,4.7892e-05
5,8.406e-06,1.8541e-05,2.6122e-05,4.7606e-05
5,2.269e-05,4.6375e-05,2.7881e-05,4.172e-05
5,1.8625e-05,0.000175838,3.9346e-05,5.741e-05
5,3.1897e-05,0.000108259,4.3369e-05,4.732e-05
5,3.0646e-05,9.2234e-05,2.9351e-05,5.0813e-05
5,2.5962e-05,1.9648e-05,4.2498e-05,4.4258e-05
5,5.2762e-05,0.000102326,3.0444e-05,5.067e-05
5,4.5475e-05,6.6905e-05,2.6724e-05,4.5647e-05
5,8.928e-06,5.9066e-05,3.4092e-05,4.0194e-05
5,2.2737e-05,2.7551e-05,1.9341e-05,4.4749e-05
5,2.5783e-05,4.656e-05,3.8958e-05,4.2525e-05
5,1.3286e-05,7.4824e-05,2.0198e-05,3.9547e-05
5,3.4057e-05,1.6879e-05,3.3046e-05,4.1138e-05
5,2.423e-05,2.3005e-05,1.7688e-05,4.3226e-05
5,2.7354e-05,0.000135898,3.7479e-05,4.4115e-05
5,3.2038e-05,9.1182e-05,2.6579e-05,4.4044e-05
5,4.3825e-05,8.0983e-05,2.5775e-05,4.3489e-05
5,1.7462e-05,5.7419e-05,3.3855e-05,4.1495e-05
5,1.6379e-05,7.1624e-05,2.1598e-05,4.6609e-05
5,1.1172e-05,2.1754e-05,2.3027e-05,4.5204e-05
5,3.7754e-05,4.4651e-05,2.4056e-05,4.3891e-05
10,3.0363e-05,0.000143915,6.7416e-05,0.000439361
10,8.7336e-05,0.000102762,6.2951e-05,0.000393651
10,6.3927e-05,0.000279935,5.9992e-05,0.000449367
10,4.8246e-05,0.000441049,5.5333e-05,0.000438042
10,0.000118024,0.00026737,5.0486e-05,0.000384968
10,0.000137411,0.000361359,4.0614e-05,0.000405083
10,0.000121773,0.000660285,7.3516e-05,0.000444158
10,5.9378e-05,0.000257518,7.5267e-05,0.000416885
10,5.8208e-05,0.000243723,5.4499e-05,0.000375769
10,6.2331e-05,8.6495e-05,3.6674e-05,0.000381336
10,2.9437e-05,0.000318704,4.2233e-05,0.000421672
10,5.2346e-05,4.8503e-05,5.7272e-05,0.000369847
10,4.9733e-05,0.000214522,7.1008e-05,0.000409287
10,7.6105e-05,0.000337769,8.222e-05,0.000376053
10,5.8438e-05,0.000191206,7.9119e-05,0.000395424
10,5.0511e-05,0.000274694,6.3198e-05,0.000379686
10,6.6441e-05,0.000146162,6.7984e-05,0.000381024
10,0.000101106,0.000103363,7.8804e-05,0.000386938
10,8.2124e-05,0.000123874,6.6872e-05,0.000365301
10,0.000124012,0.000179318,6.166e-05,0.000378079
10,7.658e-05,0.000250182,1.9635e-05,0.000274014
10,5.2405e-05,0.000154938,6.7084e-05,0.00028664
10,4.3632e-05,0.000129368,3.0258e-05,0.000268765
10,5.419e-05,0.000206727,6.3821e-05,0.000280017
10,0.000114012,7.2349e-05,2.4328e-05,0.000260927
30,0.000119304,0.00025624,9.2886e-05,0.00616447
30,0.000198143,0.000759276,0.000119195,0.0061931
30,8.8626e-05,0.00069411,6.5235e-05,0.00486082
30,7.0218e-05,5.1323e-05,7.1244e-05,0.00423331
30,0.000116494,0.000114385,5.0305e-05,0.00373675
30,5.5234e-05,0.000219751,6.1083e-05,0.00336721
30,7.605e-05,0.000226778,2.6627e-05,0.00313575
30,9.4025e-05,0.00021903,4.2624e-05,0.00290472
30,2.4974e-05,0.000160407,4.311e-05,0.00262474
30,5.0748e-05,0.000157336,3.7498e-05,0.00265577
30,3.4684e-05,0.000151885,4.621e-05,0.00260407
30,3.5645e-05,0.000158311,2.7699e-05,0.00257052
30,2.7372e-05,0.00016844,3.4947e-05,0.00261484
30,2.6688e-05,0.000212818,1.8539e-05,0.00262143
30,2.584e-05,3.6733e-05,1.4116e-05,0.0028062
30,0.000109866,0.00016554,2.4719e-05,0.00272172
30,5.9791e-05,0.000114658,3.4127e-05,0.00309701
30,3.4687e-05,0.000402573,4.7891e-05,0.00259195
30,3.9511e-05,0.000153574,1.4626e-05,0.00261413
30,4.791e-05,0.000182866,4.436e-05,0.00256592
30,5.3643e-05,3.8158e-05,2.1445e-05,0.00257328
30,5.1872e-05,0.000335596,6.3904e-05,0.00257523
30,9.5998e-05,0.000165762,3.7087e-05,0.00262277
30,1.533e-05,0.000125069,3.6446e-05,0.00254472
30,3.4647e-05,0.000110751,3.8224e-05,0.00257063
50,9.5274e-05,0.000105348,5.1008e-05,0.0124699
50,8.976e-05,0.000201463,3.9171e-05,0.0125845
50,0.000105723,0.000271791,7.0603e-05,0.0124985
50,9.8927e-05,0.000206356,4.175e-05,0.0122714
50,5.223e-05,0.000200815,6.243e-05,0.012331
50,6.8659e-05,0.000161746,3.9873e-05,0.0121755
50,8.5652e-05,0.00017214,4.9243e-05,0.0122889
50,0.000164517,0.000323274,4.6054e-05,0.0122309
50,0.000116093,0.000544098,5.6986e-05,0.0121226
50,0.000112031,0.000251203,9.9134e-05,0.0123346
50,6.8294e-05,0.000267475,4.4284e-05,0.012262
50,8.9986e-05,0.000301429,4.4046e-05,0.0120296
50,2.8088e-05,0.000367157,3.7962e-05,0.0119795
50,3.9078e-05,0.00013229,4.8973e-05,0.0123207
50,0.000102478,0.000216995,5.2e-05,0.0120725
50,6.7858e-05,0.000193141,6.4464e-05,0.0120297
50,3.821e-05,0.000509422,7.2389e-05,0.0120462
50,0.000139158,9.2664e-05,5.6506e-05,0.0120907
50,8.607e-05,0.000138482,6.7031e-05,0.0125392
50,0.000107575,0.000221343,4.3825e-05,0.0121996
50,7.7309e-05,0.000460232,6.9177e-05,0.0135005
50,0.00031505,0.000225974,5.7058e-05,0.0142819
50,0.000154112,0.000258025,7.7882e-05,0.0141321
50,3.3469e-05,0.000236539,5.0767e-05,0.0121903
50,5.8441e-05,0.000446553,8.0267e-05,0.0122735
80,0.000109147,0.000337292,8.2783e-05,0.0514117
80,3.7257e-05,0.000246041,9.7958e-05,0.052486
80,0.000128319,0.000473482,7.5097e-05,0.0539616
80,0.000281797,0.000625653,0.000141388,0.0570652
80,0.00028665,0.000295295,6.9294e-05,0.0578067
80,0.000208321,0.000466205,8.9792e-05,0.0565859
80,0.000770892,0.000285875,7.9578e-05,0.0587145
80,0.000156948,0.00079018,0.000152154,0.0624338
80,8.8168e-05,0.000659981,0.000111167,0.0646243
80,0.000508933,0.00161169,0.000103827,0.0626931
80,7.9893e-05,0.000281096,3.8415e-05,0.05797
80,0.000427549,0.00103814,0.000157767,0.0575249
80,4.3633e-05,0.000515846,7.1369e-05,0.0586728
80,0.000102505,0.000496944,0.000101383,0.0573873
80,7.1626e-05,0.000277278,6.4466e-05,0.0597245
80,0.00081275,0.000405322,9.4717e-05,0.0576258
80,6.2491e-05,0.000443305,0.00010574,0.0566121
80,0.000137302,0.000715258,0.000103997,0.0555129
80,5.4537e-05,0.000230903,7.9309e-05,0.0580526
80,0.000146188,0.000177929,8.4036e-05,0.055644
80,0.000114211,0.000312049,0.000103371,0.05546
80,7.8448e-05,0.000750938,5.5779e-05,0.0551131
80,0.000178345,9.4162e-05,9.1259e-05,0.055392
80,3.4054e-05,0.000340034,6.4058e-05,0.0545971
80,7.6334e-05,0.00108044,8.2272e-05,0.0549832
100,0.000154781,0.000543903,7.4428e-05,0.100401
100,7.7242e-05,0.000565667,7.977e-05,0.100436
100,0.000164399,0.000794453,9.3855e-05,0.0993009
100,0.000196449,0.000459657,9.4364e-05,0.104696
100,0.000143107,0.000389103,7.7675e-05,0.11224
100,0.000309358,0.000313678,0.000141831,0.11461
100,0.000221399,0.000526058,8.95e-05,0.110469
100,0.000266593,0.000744249,0.000129349,0.110811
100,6.6361e-05,0.000643023,0.00011491,0.10818
100,0.000366561,0.00033288,0.000103241,0.112035
100,0.000268074,0.000499315,0.000143493,0.10898
100,5.6736e-05,0.000684478,9.0013e-05,0.100984
100,0.000283391,0.000210455,0.000129607,0.102511
100,0.000150271,0.000611813,9.297e-05,0.0996892
100,0.000360098,0.000339877,7.8743e-05,0.0999041
100,0.000269866,0.000458423,0.000130563,0.101073
100,0.00049063,0.000323711,0.00012386,0.0992754
100,0.000219946,0.000256763,4.8568e-05,0.100323
100,5.2043e-05,0.000218235,0.000104418,0.100071
100,0.000233959,0.00055111,0.000115462,0.0994047
100,0.0002009,0.000596394,8.2045e-05,0.100035
100,8.7316e-05,0.000603542,0.000150077,0.0991681
100,0.000102918,0.000491722,9.2724e-05,0.110101
100,0.000198431,0.000194803,0.000139678,0.100982
100,0.000104354,0.000128857,0.000110343,0.101317
200,0.000318252,0.000388958,0.000179857,0.814762
200,0.000243818,0.00149252,0.000221971,0.798807
200,0.000421363,0.00081979,0.000234693,0.802503
200,0.000609692,0.00145542,0.000232546,0.800809
200,0.000406097,0.00034283,0.000141904,0.803258
200,0.00036605,0.000520719,0.000179725,0.80307
200,0.000337407,0.000805164,0.000144739,0.807739
200,0.000259243,0.00121035,0.000210789,0.801871
200,0.000307431,0.00051822,0.000233772,0.8264
200,0.000447026,0.000908419,0.00016683,0.807692
200,0.000824555,0.000770384,0.000106943,0.804886
200,0.000868368,0.000602173,0.000116479,0.814586
200,0.00014348,0.000352669,0.000238922,0.813427
200,0.000319883,0.000946278,0.000229441,0.803514
200,0.0003108,0.000995415,0.000175014,0.805739
200,0.000445054,0.000594026,0.000158742,0.822195
200,0.000594488,0.000807402,0.000269541,0.800904
200,0.000475402,0.00068491,0.000222173,0.822422
200,0.00041173,0.000985841,0.000224229,0.807423
200,0.000104785,0.0015608,0.000292712,0.806517
200,0.000318411,0.000315656,0.000186452,0.809626
200,0.000333712,0.000889378,0.000226588,0.80257
200,0.000356842,0.000798231,0.000256546,0.799894
200,0.000622507,0.00117662,0.000154417,0.806059
200,0.000242482,0.00095196,0.000147938,0.80549
400,0.000475299,0.00240162,0.000436652,6.4635
400,0.000714667,0.00062547,0.000197619,6.43723
400,0.000528898,0.00136113,0.000430667,6.43651
400,0.00103988,0.0016465,0.000562589,6.43382
400,0.00110506,0.00221846,0.000249281,6.44573
400,0.000176421,0.00272029,0.000475609,6.45871
400,0.000291998,0.000725887,0.000324745,6.50705
400,0.000421153,0.00210668,0.00024756,6.88607
400,0.00106583,0.00249942,0.000477458,6.61939
400,0.000600096,0.000562241,0.000314449,7.07263
400,0.00114845,0.00158179,0.000352804,7.09702
400,0.000154027,0.0017499,0.00027451,7.23127
400,0.00114244,0.000598206,0.000274504,7.91497
400,0.000682011,0.00230012,0.000390496,8.54805
400,0.000548333,0.00279059,0.000280286,8.48596
400,0.000673489,0.00114205,0.000309065,7.5972
400,0.000704222,0.00117407,0.00052093,6.58456
400,0.00121516,0.00276367,0.00031659,6.57698
400,0.000988076,0.00140446,0.000373874,6.58853
400,0.000575607,0.00248786,0.000456777,6.61255
400,0.000750718,0.00142491,0.000256112,6.6032
400,0.00171879,0.00130198,0.000342569,6.5785
400,0.000462083,0.000846506,0.00040289,6.56723
400,0.000320272,0.00176635,0.000470869,6.5845
400,0.00065725,0.000930674,0.00026421,6.57513
